13852,Heimspiel,Heim,Spiel,1
13843,Terroranschlag,Terror,Anschlag,0
13763,Montagabend,Montag,Abend,0
13578,Eisbär,Eis,Bär,0
13564,Ehefrau,Ehe,Frau,1
13562,Kanzleramt,Kanzler,Amt,0
13557,Stadtteil,Stadt,Teil,0
13519,Lebensmittel,Leben,Mittel,2
13506,Endspiel,Ende|enden,Spiel,1
13470,Rückgang,rück,Gang,3
13245,Bürgerkrieg,Bürger,Krieg,3
13072,Wirtschaftsminister,Wirtschaft,Minister,0
13065,Smartphone,smart,Phone,3
12991,Gegenstand,gegen,Stand,3
12972,Innenministerium,innen,Ministerium,1
12827,Fraktionschef,Fraktion,Chef,2
12822,Sonntagabend,Sonntag,Abend,0
12817,Fernsehsender,Fernsehen,Sender,1
12809,Fluggesellschaft,Flug,Gesellschaft,1
12782,Neuwahl,neu,Wahl,0
12616,Vorfeld,vor,Feld,2
12567,Landesregierung,Land,Regierung,0
12557,Innenstadt,innen,Stadt,1
12502,Schwerpunkt,schwer,Punkt,0
12479,Donnerstagabend,Donnerstag,Abend,0
12395,Gesetzentwurf,Gesetz,Entwurf,0
12390,Marktanteil,Markt,Anteil,1
12364,Mindestlohn,mindeste,Lohn,1
12320,Halbjahr,halb,Jahr,0
12266,Bundesverband,Bund,Verband,0
11994,Verfassungsschutz,Verfassung,Schutz,0
11976,Olympiasieger,Olympia,Sieger,0
11905,Gegenzug,gegen,Zug,1
11858,Finanzkrise,Finanzen,Krise,0
11843,Bundesligist,Bund,Ligist,2
11826,Staatspräsident,Staat,Präsident,2
11819,Sehnsucht,sehnen,Sucht,3
11777,Torwart,Tor,Wart,2
11711,Innenpolitik,innen,Politik,1
11650,Straftat,strafen|Strafe,Tat,2
11570,Rekordmeister,Rekord,Meister,1
11558,Grundstück,Grund,Stück,1
11548,Neubau,neu,Bau,3
11362,Finanzmarkt,Finanzen,Markt,0
11274,Gerichtshof,Gericht,Hof,2
11252,Grundgesetz,grund,Gesetz,0
11239,Eurozone,Euro,Zone,2
11227,Rundfunk,rund,Funk,3
11217,Staatssekretär,Staat,Sekretär,3
11192,Streitkräfte,Streit,Kräfte,3
11071,Sportdirektor,Sport,Direktor,2
11070,Rückschlag,rück,Schlag,3
10872,Teamkollege,Team,Kollege,2
10826,Bildschirm,Bild,Schirm,1
10768,Geschäftsjahr,Geschäft,Jahr,1
10730,Erdbeben,Erde,Beben,3
10689,Mittelfeld,mittlere,Feld,3
10680,Kilogramm,kilo,Gramm,1
10648,Fahrgast,fahren,Gast,2
10635,Fachleute,Fach,Leute,2
10620,Länderspiel,Land,Spiel,0
10560,Vormittag,vor,Mittag,1
10532,Maßstab,Maß,Stab,3
10524,Plattform,platt,Form,3
10517,Parlamentswahl,Parlament,Wahl,0
10454,Ostdeutschland,Ost,Deutschland,3
10433,Prozentpunkt,Prozent,Punkt,2
10429,Bundesinnenminister,Bund,Innenminister,0
10421,Linkspartei,links,Partei,0
10371,Chefredakteur,Chef,Redakteur,1
10358,Außenministerium,außen,Ministerium,1
10357,Koalitionspartner,Koalition,Partner,0
10305,Großstadt,groß,Stadt,0
10253,Polizeisprecher,Polizei,Sprecher,0
10216,Weltverband,Welt,Verband,1
10137,Vorstandsvorsitzende,Vorstand,Vorsitzende,0
10137,Vorstandsvorsitzender,Vorstand,Vorsitzender,0
10108,Börsengang,Börse,Gang,2
10093,Währungsfonds,Währung,Fonds,0
10077,Ehemann,Ehe,Mann,1
10042,Zehntausend,zehn,Tausend,3
10001,Olympiastadion,Olympia,Stadion,0
9967,Autobauer,Auto,Bauer,2
9957,Denkmal,denken,Mal,3
9935,Arbeitszeit,Arbeit,Zeit,0
9897,Aktienmarkt,Aktie,Markt,2
9877,Mitternacht,Mitte,Nacht,1
9848,Niedersächsisch,nieder,Sächsisch,2
9837,Bankgesellschaft,Bank,Gesellschaft,2
9812,Landwirtschaft,Land,Wirtschaft,3
9812,Tiergarten,Tier,Garten,3
9802,Rechtsanwalt,Recht,Anwalt,0
9787,Nachbarland,Nachbar,Land,0
9771,Kunstwerk,Kunst,Werk,3
9705,Fahrrad,fahren,Rad,1
9691,Spitzenreiter,spitzen,Reiter,2
9675,Internetseite,Internet,Seite,0
9675,Wettkampf,Wette|wetten,Kampf,1
9629,Anleihe,an,Leihe,2
9613,Bezirksamt,Bezirk,Amt,2
9570,Asylbewerber,Asyl,Bewerber,2
9569,Europameister,Europa,Meister,1
9551,Grundsatz,grund,Satz,3
9533,Steuerzahler,Steuer,Zahler,2
9513,Europameisterschaft,Europa,Meisterschaft,3
9500,Anzahl,an,Zahl,1
9415,Spielraum,Spiel|spielen,Raum,1
9338,Hochzeit,hoch,Zeit,3
9336,Betriebsrat,Betrieb,Rat,2
9262,Bundesfinanzminister,Bund,Finanzminister,0
9241,Spitzenkandidat,Spitze,Kandidat,0
9220,Untersuchungsausschuss,Untersuchung,Ausschuss,0
9199,Schreibtisch,schreiben,Tisch,0
9199,Verteidigungsministerium,Verteidigung,Ministerium,0
9198,Atomkraftwerk,Atom,Kraftwerk,0
9184,Regierungssprecher,Regierung,Sprecher,2
9175,Notenbank,Note,Bank,0
9162,Jahrestag,Jahr,Tag,0
9152,Tatort,Tat,Ort,0
9096,Landsmann,Land,Mann,2
9084,Torjäger,Tor,Jäger,2
9052,Freizeit,frei,Zeit,0
9051,Haftbefehl,Haft,Befehl,2
8934,Baustelle,Bau|bauen,Stelle,0
8934,Telefonnummer,Telefon,Nummer,0
8855,Saisonende,Saison,Ende,0
8808,Einzelfall,einzeln,Fall,0
8806,Geldgeber,Geld,Geber,2
8756,Osteuropa,Ost,Europa,3
8753,Geldstrafe,Geld,Strafe,0
8726,Weltcup,Welt,Cup,1
8710,Grundschule,grund,Schule,1
8685,Sicherheitsrat,Sicherheit,Rat,0
8683,Sparkasse,sparen,Kasse,2
8676,Schuldenkrise,Schuld,Krise,0
8660,Laufzeit,Lauf|laufen,Zeit,3
8643,Samstagabend,Samstag,Abend,0
8639,Bundesnachrichtendienst,Bund,Nachrichtendienst,0
8618,Nordamerikanisch,Nord,Amerikanisch,0
8617,Hinspiel,hin,Spiel,1
8611,Eishockey,Eis,Hockey,0
8579,Finanzministerium,Finanzen,Ministerium,0
8548,Haftstrafe,Haft,Strafe,1
8529,Koalitionsvertrag,Koalition,Vertrag,0
8515,Dienstleistung,Dienst,Leistung,0
8476,Leinwand,Leinen,Wand,2
8421,Bruttoinlandsprodukt,brutto,Inlandsprodukt,3
8411,Wirtschaftswachstum,Wirtschaft,Wachstum,0
8399,Zweitligist,zweite,Ligist,2
8384,Lastwagen,Last,Wagen,0
8361,Ölpreis,Öl,Preis,0
8302,Kraftwerk,Kraft,Werk,3
8264,Selbstbewusstsein,selbst,Bewusstsein,0
8237,Arbeitsamt,Arbeit,Amt,2
8168,Hunderttausend,hundert,Tausend,3
8144,Tagesordnung,Tag,Ordnung,3
8118,Arbeitsgruppe,Arbeit,Gruppe,0
8115,Staatsanleihe,Staat,Anleihe,0
8085,Pressemitteilung,Presse,Mitteilung,2
8079,Tarifvertrag,Tarif,Vertrag,1
8076,Vordergrund,vordere,Grund,2
8072,Anzeichen,an,Zeichen,1
8072,Oberfläche,obere,Fläche,0
8035,Steuerreform,Steuer,Reform,0
8034,Webseite,Web,Seite,1
7996,Landesbank,Land,Bank,0
7993,Bundestagsabgeordnete,Bundestag,Abgeordnete,0
7993,Bundestagsabgeordneter,Bundestag,Abgeordneter,0
7986,Oberbürgermeister,obere,Bürgermeister,1
7979,Volkswirtschaft,Volk,Wirtschaft,0
7973,Amtsgericht,Amt,Gericht,1
7955,Machthaber,Macht,Haber,2
7940,Krankenversicherung,Kranke,Versicherung,0
7930,Bestandteil,Bestand,Teil,1
7925,Wohnzimmer,wohnen,Zimmer,1
7909,Ehepaar,Ehe,Paar,1
7891,Großvater,groß,Vater,1
7880,Neuzugang,neu,Zugang,2
7866,Tabellenführer,Tabelle,Führer,2
7811,Teamchef,Team,Chef,3
7793,Parkplatz,parken,Platz,0
7772,Bundesbank,Bund,Bank,0
7754,Trainingslager,Training,Lager,0
7737,Rücksicht,rück,Sicht,1
7731,Wetterdienst,Wetter,Dienst,2
7723,Winterspiele,Winter,Spiele,0
7720,Klimawandel,Klima,Wandel,0
7639,Hilfsorganisation,Hilfe,Organisation,0
7600,Friedhof,Friede,Hof,3
7594,Drehbuch,drehen,Buch,1
7553,Jahrgang,Jahr,Gang,2
7505,Vorurteil,vor,Urteil,2
7502,Elfmeter,elf,Meter,3
7475,Landsleute,Land,Leute,2
7449,Handelsblatt,Handel,Blatt,2
7444,Stellvertreter,Stelle,Vertreter,1
7442,Freistoß,frei,Stoß,3
7432,Augenzeuge,Auge,Zeuge,0
7426,Aktienkurs,Aktie,Kurs,0
7419,Luftangriff,Luft,Angriff,0
7415,Wahlsieg,Wahl,Sieg,0
7404,Neonazi,neo,Nazi,1
7358,Entwicklungsland,Entwicklung,Land,0
7341,Landesverband,Land,Verband,0
7323,Abwehrspieler,abwehren|Abwehr,Spieler,3
7281,Oberlandesgericht,obere,Landesgericht,3
7256,Kindergarten,Kind,Garten,2
7235,Jahresbeginn,Jahr,Beginn,2
7228,Berichterstattung,Bericht,Erstattung,0
7222,Zeitplan,Zeit,Plan,0
7190,Zeitalter,Zeit,Alter,2
7174,Tankstelle,tanken,Stelle,3
7168,Körperverletzung,Körper,Verletzung,2
7159,Aktienindex,Aktie,Index,0
7149,Studiengang,Studium,Gang,2
7122,Handwerk,Hand,Werk,3
7109,Leitindex,leiten,Index,1
7099,Regierungspartei,Regierung,Partei,0
7093,Zimmermann,Zimmer|zimmern,Mann,3
7091,Energiewende,Energie,Wende,2
7071,Frühstück,früh,Stück,2
7053,Arbeitslosengeld,Arbeitslose,Geld,0
7053,Wirtschaftskrise,Wirtschaft,Krise,2
7047,Landkreis,Land,Kreis,3
7020,Tempelhof,Tempel,Hof,3
7007,Königsklasse,König,Klasse,1
6990,Finanzsenator,Finanzen,Senator,0
6973,Ackermann,Acker,Mann,3
6946,Richtlinie,richten,Linie,3
6930,Legislaturperiode,Legislatur,Periode,3
6922,Fraktionsvorsitzende,Fraktion,Vorsitzende,0
6922,Fraktionsvorsitzender,Fraktion,Vorsitzender,0
6904,Zwischenfall,zwischen,Fall,3
6900,Sicherheitsbehörde,Sicherheit,Behörde,0
6893,Volkspartei,Volk,Partei,1
6868,Konzernchef,Konzern,Chef,0
6842,Untersuchungshaft,Untersuchung,Haft,1
6827,Kopfball,Kopf,Ball,0
6818,Weltwirtschaft,Welt,Wirtschaft,0
6806,Innensenator,innen,Senator,0
6805,Südwesten,Süd,Westen,0
6804,Südwest,Süd,West,3
6796,Todesopfer,Tod,Opfer,3
6785,Einblick,ein,Blick,3
6777,Halbinsel,halb,Insel,1
6762,Einzelhandel,einzeln,Handel,0
6755,Altstadt,alt,Stadt,0
6741,Parteivorsitzende,Partei,Vorsitzende,0
6741,Parteivorsitzender,Partei,Vorsitzender,0
6707,Bundesagentur,Bund,Agentur,2
6707,Stammzelle,Stamm|stammen,Zelle,3
6693,Testspiel,Test|testen,Spiel,0
6688,Umweltminister,Umwelt,Minister,0
6670,Sozialhilfe,sozial,Hilfe,1
6668,Feiertag,Feier|feiern,Tag,1
6667,Vorstandsmitglied,Vorstand,Mitglied,0
6663,Foulelfmeter,Foul,Elfmeter,2
6645,Waffenruhe,Waffe,Ruhe,3
6642,Heimatstadt,Heimat,Stadt,0
6611,Bundesgerichtshof,Bund,Gerichtshof,0
6610,Führungskraft,Führung,Kraft,1
6595,Sportart,Sport,Art,3
6575,Machtkampf,Macht,Kampf,0
6551,Vielzahl,viele,Zahl,1
6549,Großmutter,groß,Mutter,1
6532,Fachhochschule,Fach,Hochschule,0
6510,Nordosten,Nord,Osten,0
6497,Stichwort,Stich,Wort,1
6497,Strafraum,strafen|Strafe,Raum,1
6469,Gesetzgeber,Gesetz,Geber,2
6451,Parteifreund,Partei,Freund,2
6434,Tagebuch,Tag,Buch,1
6414,Todesstrafe,Tod,Strafe,0
6407,Notfall,Not,Fall,3
6399,Amtsantritt,Amt,Antritt,0
6386,Hauptversammlung,haupt,Versammlung,3
6377,Vorjahreszeitraum,Vorjahr,Zeitraum,0
6371,Wahlkreis,Wahl,Kreis,2
6357,Zweikampf,zwei,Kampf,0
6352,Rückspiel,rück,Spiel,1
6333,Heimatland,Heimat,Land,0
6323,Erstligist,erste,Ligist,2
6222,Hauptbahnhof,haupt,Bahnhof,1
6209,Staatsoberhaupt,Staat,Oberhaupt,2
6207,Wahlergebnis,Wahl,Ergebnis,0
6196,Kaufleute,Kauf|kaufen,Leute,2
6196,Kaufmann,Kauf|kaufen,Mann,2
6170,Ruhestand,Ruhe|ruhen,Stand,3
6161,Ausweg,aus,Weg,3
6147,Christdemokrat,Christ,Demokrat,0
6131,Hauptrolle,haupt,Rolle,1
6128,Innenverteidiger,innen,Verteidiger,0
6121,Klimaschutz,Klima,Schutz,2
6116,Flüchtlingskrise,Flüchtling,Krise,0
6092,Reichstag,Reich,Tag,3
6067,Bundesaußenminister,Bund,Außenminister,0
6062,Präsidentschaftswahl,Präsidentschaft,Wahl,0
6059,Landwirt,Land,Wirt,0
6044,Neuanfang,neu,Anfang,2
6043,Beihilfe,bei,Hilfe,1
6002,Selbstvertrauen,selbst,Vertrauen,1
6001,Verfassungsgericht,Verfassung,Gericht,0
5999,Saisonsieg,Saison,Sieg,0
5997,Lebensjahr,Leben,Jahr,0
5979,Bundesanstalt,Bund,Anstalt,2
5973,Justizminister,Justiz,Minister,0
5968,Weltrangliste,Weltrang,Liste,1
5960,Arbeitskraft,Arbeit,Kraft,0
5940,Gesundheitsreform,Gesundheit,Reform,0
5909,Marktwirtschaft,Markt,Wirtschaft,1
5904,Ermittlungsverfahren,Ermittlung,Verfahren,1
5902,Sommerpause,Sommer,Pause,2
5894,Zeitungsbericht,Zeitung,Bericht,0
5887,Studiengebühr,Studium,Gebühr,0
5863,Torschütze,Tor,Schütze,2
5861,Gottesdienst,Gott,Dienst,2
5843,Bundestagspräsident,Bundestag,Präsident,0
5830,Selbstmord,selbst,Mord,2
5827,Koalitionsverhandlung,Koalition,Verhandlung,0
5799,Goldmedaille,Gold,Medaille,0
5778,Wohnhaus,wohnen,Haus,0
5775,Staatsoper,Staat,Oper,0
5769,Steuersenkung,Steuer,Senkung,0
5762,Radfahrer,Rad,Fahrer,0
5759,Rahmenbedingung,Rahmen,Bedingung,0
5755,Steuerhinterziehung,Steuer,Hinterziehung,0
5739,Präsidentenwahl,Präsident,Wahl,0
5730,Rohstoff,roh,Stoff,1
5728,Ehrgeiz,Ehre,Geiz,2
5701,Rechtsextremismus,rechts,Extremismus,0
5698,Vorabend,vor,Abend,0
5687,Rechtsstaat,Recht,Staat,0
5679,Leichtathletik,leicht,Athletik,3
5660,Verbraucherzentrale,Verbraucher,Zentrale,0
5657,Kanzlerkandidat,Kanzler,Kandidat,0
5641,Nationaltrainer,national,Trainer,0
5628,Kopftuch,Kopf,Tuch,0
5621,Wahllokal,Wahl,Lokal,2
5598,Kleinstadt,klein,Stadt,0
5589,Luftwaffe,Luft,Waffe,2
5589,Senatsverwaltung,Senat,Verwaltung,0
5575,Autohersteller,Auto,Hersteller,0
5566,Bundesbürger,Bund,Bürger,0
5565,Übergangsregierung,Übergang,Regierung,1
5560,Motorrad,Motor,Rad,1
5558,Westjordanland,West,Jordanland,2
5545,Hansestadt,Hanse,Stadt,0
5538,Vorrunde,vor,Runde,1
5509,Filmemacher,Film,Macher,0
5505,Altersvorsorge,Alter,Vorsorge,0
5504,Gegentor,gegen,Tor,1
5485,Laufbahn,Lauf|laufen,Bahn,3
5483,Sommerspiele,Sommer,Spiele,2
5481,Alleingang,allein,Gang,3
5476,Festspiele,Fest,Spiele,3
5473,Datenschutz,Daten,Schutz,0
5456,Hochhaus,hoch,Haus,3
5445,Bundesanwaltschaft,Bund,Anwaltschaft,2
5443,Festspiel,Fest,Spiel,2
5436,Bundeswirtschaftsminister,Bund,Wirtschaftsminister,0
5428,Rentenversicherung,Rente,Versicherung,0
5427,Marktführer,Markt,Führer,0
5421,Bundespolizei,Bund,Polizei,3
5409,Neuregelung,neu,Regelung,0
5405,Gemeinschaftswährung,Gemeinschaft,Währung,0
5398,Bundeskriminalamt,Bund,Kriminalamt,3
5395,Zielgruppe,Ziel|zielen,Gruppe,0
5385,Polizeiangabe,Polizei,Angabe,0
5372,Wahlgang,Wahl,Gang,2
5363,Regierungskreise,Regierung,Kreise,0
5351,Cheftrainer,Chef,Trainer,1
5351,Mittelstand,mittlere,Stand,2
5350,Wertpapierbörse,Wertpapier,Börse,1
5347,Stadtrat,Stadt,Rat,2
5331,Pechstein,Pech,Stein,2
5323,Vorort,vor,Ort,1
5317,Betriebssystem,Betrieb,System,1
5312,Sprengstoff,sprengen,Stoff,3
5311,Sprengsatz,sprengen,Satz,2
5311,Warnstreik,warnen,Streik,3
5310,Sparprogramm,sparen,Programm,1
5287,Tabellenplatz,Tabelle,Platz,0
5256,Vorliebe,vor,Liebe,3
5254,Weltrekord,Welt,Rekord,0
5240,Weltpolitik,Welt,Politik,0
5217,Ostsee,Ost,See,1
5215,Großbank,groß,Bank,0
5215,Lateinamerika,Latein,Amerika,3
5204,Landesvorsitzende,Land,Vorsitzende,0
5204,Landesvorsitzender,Land,Vorsitzender,0
5189,Mitgliedsstaat,Mitglied,Staat,0
5185,Königreich,König,Reich,0
5181,Energiekonzern,Energie,Konzern,0
5178,Mobiltelefon,mobil,Telefon,1
5177,Schadenersatz,Schaden,Ersatz,2
5174,Startelf,Start|starten,Elf,1
5174,Wirtschaftspolitik,Wirtschaft,Politik,2
5169,Nationalsozialismus,national,Sozialismus,2
5147,Europaparlament,Europa,Parlament,1
5144,Grundrecht,grund,Recht,1
5142,Wirtschaftsforschung,Wirtschaft,Forschung,2
5137,Geschäftsmann,Geschäft,Mann,2
5134,Hochwasser,hoch,Wasser,0
5133,Volksabstimmung,Volk,Abstimmung,1
5130,Nordamerika,Nord,Amerika,3
5128,Schlussphase,Schluss,Phase,1
5125,Gesundheitswesen,Gesundheit,wesen,2
5122,Finanzamt,Finanzen,Amt,3
5119,Verwaltungsgericht,Verwaltung,Gericht,1
5115,Hausherr,Haus,Herr,2
5113,Börsentag,Börse,Tag,0
5110,Atomprogramm,Atom,Programm,1
5095,Steuererhöhung,Steuer,Erhöhung,0
5084,Talkshow,talk,Show,3
5080,Zeitgenosse,Zeit,Genosse,2
5057,Schwellenland,Schwelle,Land,1
5034,Oppositionspartei,Opposition,Partei,0
5027,Radprofi,Rad,Profi,0
5011,Schlusslicht,Schluss,Licht,1
5001,Bombenanschlag,Bombe,Anschlag,0
4995,Bundesligaspiel,Bundesliga,Spiel,0
4977,Geschäftsführung,Geschäft,Führung,3
4975,Fachkraft,Fach,Kraft,2
4975,Kaufhaus,Kauf|kaufen,Haus,2
4953,Spielmacher,Spiel,Macher,2
4923,Leserbrief,Leser,Brief,0
4913,Sparkurs,sparen,Kurs,1
4911,Justizministerium,Justiz,Ministerium,0
4893,Nachspielzeit,nachspielen,Zeit,1
4892,Reichweite,reichen,Weite,2
4879,Nachrichtenmagazin,Nachricht,Magazin,2
4859,Völkermord,Volk,Mord,2
4856,Gegenspieler,gegen,Spieler,3
4850,Todesfall,Tod,Fall,2
4846,Weltbank,Welt,Bank,1
4837,Jahreswechsel,Jahr,Wechsel,0
4829,Schauplatz,Schau|schauen,Platz,3
4814,Sparmaßnahme,sparen,Maßnahme,1
4804,Regierungstruppe,Regierung,Truppe,0
4785,Südosten,Süd,Osten,0
4781,Mittelalter,mittlere,Alter,1
4775,Währungsunion,Währung,Union,0
4770,Werkzeug,werken,Zeug,3
4761,Gedenkstätte,gedenken,Stätte,0
4757,Spielfeld,Spiel|spielen,Feld,2
4752,Nordwesten,Nord,Westen,0
4742,Verkehrsminister,Verkehr,Minister,0
4724,Schuljahr,Schule,Jahr,0
4709,Arbeitslosenquote,Arbeitslose,Quote,0
4708,Mehrwertsteuer,Mehrwert,Steuer,1
4707,Radiosender,Radio,Sender,1
4700,Einkaufszentrum,Einkauf,Zentrum,3
4696,Gruppenspiel,Gruppe,Spiel,0
4686,Fußballspiel,Fußball,Spiel,0
4672,Mitstreiter,mit,Streiter,2
4666,Landeskriminalamt,Land,Kriminalamt,0
4662,Bundesinnenministerium,Bund,Innenministerium,2
4662,Pressesprecher,Presse,Sprecher,2
4655,Amtskollege,Amt,Kollege,2
4652,Datenbank,Daten,Bank,2
4643,Pflichtspiel,Pflicht,Spiel,1
4639,Wehrpflicht,Wehr|wehren,Pflicht,0
4618,Zentralrat,zentral,Rat,3
4612,Sicherheitsvorkehrung,Sicherheit,Vorkehrung,0
4612,Stockwerk,Stock,Werk,2
4601,Kühlschrank,kühlen|kühl,Schrank,0
4599,Bauarbeiten,bauen|Bau,Arbeiten,0
4586,Atomwaffe,Atom,Waffe,1
4578,Umweg,um,Weg,1
4577,Dreharbeit,drehen,Arbeit,3
4575,Kaufpreis,kaufen|Kauf,Preis,1
4573,Todestag,Tod,Tag,1
4572,Menschenrechtsorganisation,Menschenrecht,Organisation,0
4572,Taxifahrer,Taxi,Fahrer,0
4565,Wirtschaftsleistung,Wirtschaft,Leistung,0
4558,Abendessen,Abend,Essen,2
4537,Hafenstadt,Hafen,Stadt,0
4535,Hauptsache,haupt,Sache,3
4531,Bundesfinanzministerium,Bund,Finanzministerium,0
4527,Unionsfraktion,Union,Fraktion,0
4525,Kapitalmarkt,Kapital,Markt,0
4522,Insolvenzverwalter,Insolvenz,Verwalter,2
4519,Abstiegskampf,Abstieg,Kampf,0
4509,Straßenbahn,Straße,Bahn,3
4504,Auswärtsspiel,auswärts,Spiel,0
4502,Popstar,Pop,Star,2
4500,Saisontor,Saison,Tor,0
4483,Freispruch,frei,Spruch,2
4476,Treffpunkt,Treff|treffen,Punkt,3
4469,Jahreszeit,Jahr,Zeit,0
4465,Rückblick,rück,Blick,3
4465,Steuereinnahme,Steuer,Einnahme,0
4458,Oberschenkel,obere,Schenkel,1
4456,Obergrenze,obere,Grenze,0
4451,Gesamtwertung,gesamt,Wertung,0
4450,Rettungskraft,Rettung,Kraft,0
4450,Wahlprogramm,Wahl,Programm,0
4442,Westeuropa,West,Europa,2
4441,Albtraum,Alb,Traum,0
